blind.id,mouse,genotype,gender,age,measure,endpoint
11,JZ9,Q111/+,F,12,0,mw8.area
11,JZ9,Q111/+,F,12,3.977,mw8.area
11,JZ9,Q111/+,F,12,0.231,mw8.area
11,JZ9,Q111/+,F,12,3.593,mw8.area
11,JZ9,Q111/+,F,12,0,mw8.area
11,JZ9,Q111/+,F,12,0.151,mw8.area
11,JZ9,Q111/+,F,12,0,mw8.area
11,JZ9,Q111/+,F,12,1.129,mw8.area
11,JZ9,Q111/+,F,12,1.092,mw8.area
11,JZ9,Q111/+,F,12,0.157,mw8.area
11,JZ9,Q111/+,F,12,0.123,mw8.area
11,JZ9,Q111/+,F,12,3.093,mw8.area
11,JZ9,Q111/+,F,12,0.236,mw8.area
11,JZ9,Q111/+,F,12,0.136,mw8.area
11,JZ9,Q111/+,F,12,0.792,mw8.area
11,JZ9,Q111/+,F,12,7.81,mw8.area
11,JZ9,Q111/+,F,12,0.274,mw8.area
11,JZ9,Q111/+,F,12,0.792,mw8.area
11,JZ9,Q111/+,F,12,2.106,mw8.area
11,JZ9,Q111/+,F,12,0,mw8.area
11,JZ9,Q111/+,F,12,0,mw8.area
11,JZ9,Q111/+,F,12,0.138,mw8.area
11,JZ9,Q111/+,F,12,0,mw8.area
11,JZ9,Q111/+,F,12,3.256,mw8.area
11,JZ9,Q111/+,F,12,0,mw8.area
11,JZ9,Q111/+,F,12,3.039,mw8.area
11,JZ9,Q111/+,F,12,0.102,mw8.area
11,JZ9,Q111/+,F,12,2.955,mw8.area
11,JZ9,Q111/+,F,12,0,mw8.area
11,JZ9,Q111/+,F,12,0,mw8.area
11,JZ9,Q111/+,F,12,0.509,mw8.area
11,JZ9,Q111/+,F,12,0.284,mw8.area
11,JZ9,Q111/+,F,12,0,mw8.area
11,JZ9,Q111/+,F,12,3.492,mw8.area
11,JZ9,Q111/+,F,12,0,mw8.area
11,JZ9,Q111/+,F,12,3.153,mw8.area
11,JZ9,Q111/+,F,12,0,mw8.area
11,JZ9,Q111/+,F,12,2.149,mw8.area
11,JZ9,Q111/+,F,12,0.621,mw8.area
11,JZ9,Q111/+,F,12,0.869,mw8.area
11,JZ9,Q111/+,F,12,0.295,mw8.area
11,JZ9,Q111/+,F,12,0.685,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,7.368,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,22.255,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,36.749,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
12,JY8,+/+,F,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
13,JW6,+/+,M,12,0,mw8.area
14,JZ5,Q111/+,F,12,6.505,mw8.area
14,JZ5,Q111/+,F,12,0.305,mw8.area
14,JZ5,Q111/+,F,12,0,mw8.area
14,JZ5,Q111/+,F,12,0.671,mw8.area
14,JZ5,Q111/+,F,12,0.427,mw8.area
14,JZ5,Q111/+,F,12,0.147,mw8.area
14,JZ5,Q111/+,F,12,0.573,mw8.area
14,JZ5,Q111/+,F,12,1.499,mw8.area
14,JZ5,Q111/+,F,12,2.422,mw8.area
14,JZ5,Q111/+,F,12,0.234,mw8.area
14,JZ5,Q111/+,F,12,0.263,mw8.area
14,JZ5,Q111/+,F,12,0.942,mw8.area
14,JZ5,Q111/+,F,12,5.938,mw8.area
14,JZ5,Q111/+,F,12,1.208,mw8.area
14,JZ5,Q111/+,F,12,5.826,mw8.area
14,JZ5,Q111/+,F,12,4.271,mw8.area
14,JZ5,Q111/+,F,12,3.689,mw8.area
14,JZ5,Q111/+,F,12,1.109,mw8.area
14,JZ5,Q111/+,F,12,4.162,mw8.area
14,JZ5,Q111/+,F,12,0,mw8.area
14,JZ5,Q111/+,F,12,0,mw8.area
14,JZ5,Q111/+,F,12,5.571,mw8.area
14,JZ5,Q111/+,F,12,0.495,mw8.area
14,JZ5,Q111/+,F,12,2.722,mw8.area
14,JZ5,Q111/+,F,12,1.525,mw8.area
14,JZ5,Q111/+,F,12,0.175,mw8.area
14,JZ5,Q111/+,F,12,3.8,mw8.area
14,JZ5,Q111/+,F,12,2.308,mw8.area
14,JZ5,Q111/+,F,12,3.737,mw8.area
14,JZ5,Q111/+,F,12,4.117,mw8.area
14,JZ5,Q111/+,F,12,1.325,mw8.area
14,JZ5,Q111/+,F,12,0.48,mw8.area
14,JZ5,Q111/+,F,12,0.253,mw8.area
14,JZ5,Q111/+,F,12,0.868,mw8.area
14,JZ5,Q111/+,F,12,1.522,mw8.area
14,JZ5,Q111/+,F,12,3.524,mw8.area
14,JZ5,Q111/+,F,12,4.941,mw8.area
14,JZ5,Q111/+,F,12,0.718,mw8.area
14,JZ5,Q111/+,F,12,4.534,mw8.area
14,JZ5,Q111/+,F,12,2.102,mw8.area
14,JZ5,Q111/+,F,12,0.266,mw8.area
14,JZ5,Q111/+,F,12,1.65,mw8.area
14,JZ5,Q111/+,F,12,0.662,mw8.area
14,JZ5,Q111/+,F,12,1.243,mw8.area
14,JZ5,Q111/+,F,12,0,mw8.area
14,JZ5,Q111/+,F,12,0.226,mw8.area
14,JZ5,Q111/+,F,12,2.86,mw8.area
14,JZ5,Q111/+,F,12,2.247,mw8.area
14,JZ5,Q111/+,F,12,0,mw8.area
14,JZ5,Q111/+,F,12,0.527,mw8.area
15,JX2,Q111/+,M,12,5.031,mw8.area
15,JX2,Q111/+,M,12,1.541,mw8.area
15,JX2,Q111/+,M,12,3.644,mw8.area
15,JX2,Q111/+,M,12,0.606,mw8.area
15,JX2,Q111/+,M,12,0.86,mw8.area
15,JX2,Q111/+,M,12,9.145,mw8.area
15,JX2,Q111/+,M,12,9.179,mw8.area
15,JX2,Q111/+,M,12,8.375,mw8.area
15,JX2,Q111/+,M,12,19.469,mw8.area
15,JX2,Q111/+,M,12,0,mw8.area
15,JX2,Q111/+,M,12,0.679,mw8.area
15,JX2,Q111/+,M,12,0.861,mw8.area
15,JX2,Q111/+,M,12,0.965,mw8.area
15,JX2,Q111/+,M,12,9.916,mw8.area
15,JX2,Q111/+,M,12,0.701,mw8.area
15,JX2,Q111/+,M,12,1.633,mw8.area
15,JX2,Q111/+,M,12,8.661,mw8.area
15,JX2,Q111/+,M,12,8.245,mw8.area
15,JX2,Q111/+,M,12,1.926,mw8.area
15,JX2,Q111/+,M,12,1.945,mw8.area
15,JX2,Q111/+,M,12,11.598,mw8.area
15,JX2,Q111/+,M,12,0,mw8.area
15,JX2,Q111/+,M,12,9.488,mw8.area
15,JX2,Q111/+,M,12,3.321,mw8.area
15,JX2,Q111/+,M,12,1.027,mw8.area
15,JX2,Q111/+,M,12,1.064,mw8.area
15,JX2,Q111/+,M,12,0,mw8.area
15,JX2,Q111/+,M,12,11.857,mw8.area
15,JX2,Q111/+,M,12,1.235,mw8.area
15,JX2,Q111/+,M,12,1.508,mw8.area
15,JX2,Q111/+,M,12,5.105,mw8.area
15,JX2,Q111/+,M,12,0.228,mw8.area
15,JX2,Q111/+,M,12,3.846,mw8.area
15,JX2,Q111/+,M,12,0,mw8.area
15,JX2,Q111/+,M,12,0,mw8.area
15,JX2,Q111/+,M,12,10.393,mw8.area
15,JX2,Q111/+,M,12,5.747,mw8.area
15,JX2,Q111/+,M,12,8.293,mw8.area
15,JX2,Q111/+,M,12,1.119,mw8.area
15,JX2,Q111/+,M,12,7.974,mw8.area
15,JX2,Q111/+,M,12,0.233,mw8.area
15,JX2,Q111/+,M,12,0,mw8.area
15,JX2,Q111/+,M,12,27.31,mw8.area
15,JX2,Q111/+,M,12,7.634,mw8.area
15,JX2,Q111/+,M,12,4.124,mw8.area
15,JX2,Q111/+,M,12,2.944,mw8.area
15,JX2,Q111/+,M,12,1.034,mw8.area
15,JX2,Q111/+,M,12,1.331,mw8.area
15,JX2,Q111/+,M,12,1.263,mw8.area
15,JX2,Q111/+,M,12,13.821,mw8.area
15,JX2,Q111/+,M,12,0,mw8.area
15,JX2,Q111/+,M,12,2.82,mw8.area
15,JX2,Q111/+,M,12,8.071,mw8.area
15,JX2,Q111/+,M,12,10.102,mw8.area
15,JX2,Q111/+,M,12,12.917,mw8.area
15,JX2,Q111/+,M,12,5.871,mw8.area
15,JX2,Q111/+,M,12,7.854,mw8.area
15,JX2,Q111/+,M,12,2.987,mw8.area
15,JX2,Q111/+,M,12,16.287,mw8.area
15,JX2,Q111/+,M,12,9.504,mw8.area
15,JX2,Q111/+,M,12,2.083,mw8.area
15,JX2,Q111/+,M,12,3.482,mw8.area
15,JX2,Q111/+,M,12,1.458,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
16,JY9,+/+,F,12,0,mw8.area
17,JZ2,Q111/+,F,12,0.888,mw8.area
17,JZ2,Q111/+,F,12,4.304,mw8.area
17,JZ2,Q111/+,F,12,0,mw8.area
17,JZ2,Q111/+,F,12,3.112,mw8.area
17,JZ2,Q111/+,F,12,1.481,mw8.area
17,JZ2,Q111/+,F,12,0,mw8.area
17,JZ2,Q111/+,F,12,0.713,mw8.area
17,JZ2,Q111/+,F,12,0.152,mw8.area
17,JZ2,Q111/+,F,12,1.463,mw8.area
17,JZ2,Q111/+,F,12,0,mw8.area
17,JZ2,Q111/+,F,12,0.162,mw8.area
17,JZ2,Q111/+,F,12,0,mw8.area
17,JZ2,Q111/+,F,12,4.048,mw8.area
17,JZ2,Q111/+,F,12,3.137,mw8.area
17,JZ2,Q111/+,F,12,0,mw8.area
17,JZ2,Q111/+,F,12,0.33,mw8.area
17,JZ2,Q111/+,F,12,3.915,mw8.area
17,JZ2,Q111/+,F,12,0,mw8.area
17,JZ2,Q111/+,F,12,0,mw8.area
17,JZ2,Q111/+,F,12,0,mw8.area
17,JZ2,Q111/+,F,12,5.609,mw8.area
17,JZ2,Q111/+,F,12,4.307,mw8.area
17,JZ2,Q111/+,F,12,0,mw8.area
17,JZ2,Q111/+,F,12,1.758,mw8.area
17,JZ2,Q111/+,F,12,0.982,mw8.area
17,JZ2,Q111/+,F,12,0.147,mw8.area
17,JZ2,Q111/+,F,12,4.82,mw8.area
17,JZ2,Q111/+,F,12,4.106,mw8.area
17,JZ2,Q111/+,F,12,1.575,mw8.area
17,JZ2,Q111/+,F,12,0,mw8.area
17,JZ2,Q111/+,F,12,2.885,mw8.area
17,JZ2,Q111/+,F,12,0.271,mw8.area
17,JZ2,Q111/+,F,12,1.266,mw8.area
17,JZ2,Q111/+,F,12,1.246,mw8.area
17,JZ2,Q111/+,F,12,4.14,mw8.area
17,JZ2,Q111/+,F,12,4.561,mw8.area
17,JZ2,Q111/+,F,12,0.253,mw8.area
17,JZ2,Q111/+,F,12,2.99,mw8.area
17,JZ2,Q111/+,F,12,4.868,mw8.area
17,JZ2,Q111/+,F,12,2.299,mw8.area
17,JZ2,Q111/+,F,12,7.407,mw8.area
17,JZ2,Q111/+,F,12,0.77,mw8.area
17,JZ2,Q111/+,F,12,4.276,mw8.area
17,JZ2,Q111/+,F,12,5.994,mw8.area
17,JZ2,Q111/+,F,12,2.068,mw8.area
17,JZ2,Q111/+,F,12,2.738,mw8.area
17,JZ2,Q111/+,F,12,2.533,mw8.area
17,JZ2,Q111/+,F,12,0,mw8.area
17,JZ2,Q111/+,F,12,7.829,mw8.area
17,JZ2,Q111/+,F,12,1.876,mw8.area
17,JZ2,Q111/+,F,12,3.501,mw8.area
17,JZ2,Q111/+,F,12,0,mw8.area
17,JZ2,Q111/+,F,12,0.204,mw8.area
17,JZ2,Q111/+,F,12,0,mw8.area
17,JZ2,Q111/+,F,12,3.568,mw8.area
17,JZ2,Q111/+,F,12,0.187,mw8.area
17,JZ2,Q111/+,F,12,5.115,mw8.area
17,JZ2,Q111/+,F,12,0,mw8.area
17,JZ2,Q111/+,F,12,0,mw8.area
18,JW2,+/+,M,12,0,mw8.area
18,JW2,+/+,M,12,0,mw8.area
18,JW2,+/+,M,12,0,mw8.area
18,JW2,+/+,M,12,0,mw8.area
18,JW2,+/+,M,12,0,mw8.area
18,JW2,+/+,M,12,0,mw8.area
18,JW2,+/+,M,12,0,mw8.area
18,JW2,+/+,M,12,0,mw8.area
18,JW2,+/+,M,12,0,mw8.area
18,JW2,+/+,M,12,0,mw8.area
18,JW2,+/+,M,12,0,mw8.area
